name,Latitude,Longitude
中央築地郵便局,35.66176,139.76754
中央豊海郵便局,35.65321,139.77018
中央郵政研修所内郵便局,35.69339,139.43143
中板橋郵便局,35.75534,139.69727
中目黒駅前郵便局,35.64252,139.69800
中里郵便局,35.73803,139.74940
中野サンクォーレ内郵便局,35.70913,139.66453
中野三郵便局,35.70520,139.66427
中野上高田一郵便局,35.70879,139.67511
中野上高田郵便局,35.71566,139.67216
中野丸山郵便局,35.72290,139.65673
中野五郵便局,35.70954,139.66700
中野北郵便局,35.72584,139.65428
中野南台二郵便局,35.68565,139.66936
中野南台郵便局,35.68268,139.66458
中野坂上郵便局,35.69597,139.68330
中野大和町郵便局,35.70979,139.64997
中野弥生郵便局,35.69046,139.67922
中野新井郵便局,35.71277,139.66752
中野新橋駅前郵便局,35.69321,139.67480
中野本町三郵便局,35.69748,139.67605
中野本町五郵便局,35.69312,139.66889
中野江古田三郵便局,35.72628,139.66783
中野沼袋郵便局,35.71987,139.66308
中野白鷺郵便局,35.71910,139.63616
中野若宮郵便局,35.72087,139.64489
中野野方五郵便局,35.71824,139.65334
中野鷺宮五郵便局,35.72707,139.63231
中野鷺宮北郵便局,35.72490,139.64502
乃木坂駅前郵便局,35.66640,139.72771
久米川駅前郵便局,35.74892,139.47273
九段郵便局,35.69523,139.75258
亀有郵便局,35.76431,139.84884
亀有駅前郵便局,35.76862,139.84823
二子玉川郵便局,35.61591,139.62536
五日市伊奈郵便局,35.73458,139.25586
井荻駅前郵便局,35.72242,139.61394
京橋月島郵便局,35.66188,139.78174
京橋通郵便局,35.67549,139.76982
京王堀之内駅前郵便局,35.62371,139.40146
京王高尾駅前郵便局,35.64179,139.28511
代々木三郵便局,35.68271,139.69394
代々木二郵便局,35.68699,139.69979
代々木五郵便局,35.67803,139.69196
代々木郵便局,35.67713,139.68226
代々木駅前通郵便局,35.68082,139.70197
仲御徒町郵便局,35.70566,139.77533
保谷中町四郵便局,35.73734,139.56620
保谷住吉郵便局,35.74270,139.55070
保谷富士町郵便局 (Fujimachi Post Office),35.73108,139.56619
保谷東伏見郵便局,35.72439,139.56089
保谷東町郵便局 (Hoya Higashi-cho Post Office),35.74543,139.56195
元代々木郵便局,35.67126,139.68719
元八王子三郵便局,35.65501,139.27721
元八王子郵便局,35.67321,139.29524
元浅草郵便局,35.70711,139.78275
全特六本木ビル内郵便局,35.66385,139.73910
八坂駅前郵便局,35.74597,139.46735
八幡山駅前郵便局,35.66926,139.61647
八王子グリーンヒル寺田郵便局,35.62282,139.30667
八王子上柚木郵便局,35.62087,139.36658
八王子上野町郵便局,35.65570,139.32750
八王子並木町郵便局,35.65239,139.30198
八王子中野上町一郵便局,35.66762,139.33075
八王子中野上町五郵便局,35.67331,139.31547
八王子中野上町郵便局,35.66770,139.32308
八王子中野山王郵便局,35.67431,139.32450
八王子中野郵便局,35.67967,139.31790
八王子丹木郵便局,35.69709,139.32439
八王子元横山町郵便局,35.66367,139.33530
八王子北野郵便局,35.64576,139.35944
八王子千人町郵便局,35.65731,139.30745
八王子南大沢五郵便局,35.61212,139.36939
八王子南大沢郵便局,35.60721,139.37894
八王子南郵便局,35.63357,139.32894
八王子台町郵便局,35.65623,139.31470
八王子大和田郵便局,35.66214,139.35096
八王子大横郵便局,35.66231,139.33005
八王子子安南郵便局,35.64776,139.33961
八王子子安郵便局,35.65454,139.33683
八王子宇津木台郵便局,35.68892,139.35747
八王子宇津木郵便局,35.68089,139.35427
八王子富士見郵便局,35.66773,139.35075
八王子寺町郵便局,35.65776,139.33346
八王子小比企郵便局,35.63812,139.31875
八王子川口東郵便局,35.68542,139.29875
八王子川町郵便局,35.66740,139.26766
八王子左入郵便局,35.68512,139.34690
八王子市役所前郵便局,35.66523,139.31581
八王子弐分方郵便局,35.68144,139.27694
八王子明神町郵便局,35.65933,139.34356
八王子松が谷郵便局,35.62793,139.41574
八王子椚田郵便局,35.63465,139.30811
八王子横山町郵便局,35.65962,139.33544
八王子横川郵便局,35.66548,139.30417
八王子片倉台郵便局,35.63215,139.34719
八王子片倉郵便局,35.64271,139.33905
八王子犬目郵便局,35.68481,139.31219
八王子狭間通郵便局,35.63784,139.29595
八王子由木郵便局,35.62812,139.38328
八王子絹ケ丘郵便局,35.63676,139.35811
八王子緑町郵便局,35.64579,139.32161
八王子西郵便局,35.64695,139.30059
八王子追分町郵便局,35.66081,139.31725
八王子郵便局,35.66670,139.34075
八王子長房郵便局,35.65539,139.29539
八王子館町郵便局,35.62760,139.28836
八王子駅前郵便局,35.65755,139.33902
八王子高倉郵便局,35.66778,139.36947
八重洲地下街簡易郵便局,35.68056,139.76938
六月町郵便局,35.78817,139.79759
六本木ヒルズ郵便局,35.66065,139.72926
六本木駅前郵便局,35.66207,139.73274
六郷土手郵便局,35.54091,139.70893
創価大学内簡易郵便局,35.68964,139.32410
北八王子駅前郵便局,35.66902,139.36120
北千住郵便局,35.75404,139.80418
北品川郵便局,35.62223,139.73998
北堀船郵便局,35.75218,139.74677
北小岩七郵便局,35.74301,139.89159
北小岩三郵便局,35.73690,139.89175
北小岩六郵便局,35.74357,139.88389
北志茂一郵便局,35.77623,139.73071
北志茂郵便局,35.77979,139.73129
北新宿三郵便局,35.70195,139.69223
北桐ケ丘郵便局,35.77940,139.70777
北浮間二郵便局,35.79100,139.69885
北浮間郵便局,35.78725,139.69946
北田端新町郵便局,35.74045,139.76416
北田端郵便局,35.73501,139.75459
北神谷郵便局,35.77007,139.72963
北豊島三郵便局,35.76195,139.74718
北豊島二郵便局,35.75634,139.74180
北豊島団地内郵便局,35.76666,139.75220
北豊島郵便局,35.76648,139.74224
十条仲原郵便局,35.76313,139.72054
千代田一番町郵便局,35.68635,139.73927
千代田四番町郵便局,35.68862,139.73622
千代田鍛冶町郵便局,35.69351,139.77174
千住河原郵便局,35.74143,139.79832
千住竜田郵便局,35.75287,139.79459
千歳烏山郵便局,35.67003,139.59903
千歳船橋駅前郵便局,35.64864,139.62408
千歳郵便局,35.64938,139.63242
千鳥町駅前郵便局,35.57244,139.69339
半蔵門駅前郵便局,35.68499,139.74144
南品川一郵便局,35.61503,139.74406
南品川二郵便局,35.61086,139.74444
南品川四郵便局,35.61324,139.74062
南大沢駅前郵便局,35.61257,139.38210
南小岩フラワーロード郵便局,35.72915,139.88145
南小岩五郵便局,35.72301,139.88037
南池袋郵便局,35.72712,139.71321
南郵便局,35.52247,139.46885
南麻布二郵便局,35.64888,139.73708
南麻布五郵便局,35.65138,139.72329
原宿駅前郵便局,35.66754,139.70602
原町田郵便局,35.54180,139.45105
台東三筋郵便局,35.70493,139.78529
台東入谷郵便局,35.72054,139.78492
台東千束郵便局,35.71945,139.79197
台東日本堤郵便局,35.72598,139.79696
台東松が谷郵便局,35.71113,139.78736
台東根岸三郵便局,35.72208,139.78234
台東根岸二郵便局,35.72487,139.77812
台東桜木郵便局,35.72024,139.76973
台東清川郵便局,35.72620,139.80463
台東竜泉郵便局,35.72471,139.79221
台東聖天前郵便局,35.71843,139.80124
台東花川戸郵便局,35.71462,139.79921
台東谷中郵便局,35.72133,139.76452
アトレ吉祥寺内郵便局,35.70335,139.58248
吉祥寺北町郵便局,35.72012,139.56834
吉祥寺本町二郵便局,35.70436,139.57532
吉祥寺駅前郵便局,35.70529,139.58075
向島郵便局,35.71971,139.81729
和泉多摩川駅前郵便局,35.62674,139.57523
品川インターシティ郵便局,35.62616,139.74206
品川不動前郵便局,35.62569,139.71305
品川中延三郵便局,35.60913,139.71184
品川中延五郵便局,35.60316,139.70923
品川二葉郵便局,35.59966,139.72388
品川八潮郵便局,35.59889,139.75044
品川南大井郵便局,35.59566,139.73658
品川大井七郵便局,35.59477,139.72944
品川大井三郵便局,35.60026,139.73048
品川大井二郵便局,35.60405,139.72955
品川天王洲郵便局,35.62427,139.75107
品川小山三郵便局,35.62063,139.70719
品川小山五郵便局,35.61524,139.70213
品川平塚一郵便局,35.61515,139.71586
品川平塚橋郵便局,35.61578,139.70944
品川御殿山郵便局,35.62205,139.73720
品川戸越郵便局,35.61075,139.71897
品川旗の台郵便局,35.60780,139.70458
品川東五反田郵便局,35.62677,139.72607
品川東大井二郵便局,35.60197,139.73999
品川水神郵便局,35.59122,139.73213
品川洗足郵便局,35.60936,139.69586
品川西五反田六郵便局,35.62030,139.71681
品川西大井二郵便局,35.59969,139.72392
品川西大井五郵便局,35.59855,139.71963
品川豊郵便局,35.60480,139.71708
品川郵便局,35.60510,139.73615
品川駅前郵便局,35.63077,139.73791
品川鮫洲郵便局,35.60519,139.74569
唐木田駅前郵便局,35.61560,139.41169
喜多見駅前郵便局,35.63734,139.58881
四谷大木戸郵便局,35.68573,139.71576
四谷通二郵便局,35.68885,139.72394
四谷郵便局,35.68160,139.71971
四谷駅前郵便局,35.68831,139.72872
国会内郵便局,35.67477,139.74432
国分寺光郵便局,35.70675,139.44285
国分寺内藤郵便局,35.69617,139.45571
国分寺南郵便局,35.69795,139.47937
国分寺富士本郵便局,35.70439,139.45296
国分寺本多郵便局 (Kokubunji Honda Post Office),35.70612,139.48276
国分寺本町郵便局,35.70092,139.47774
国分寺東恋ヶ窪四郵便局,35.71129,139.47040
国分寺西町郵便局,35.70895,139.43477
国分寺郵便局,35.70941,139.46240
国立北郵便局,35.70095,139.42949
国立天神下郵便局,35.68129,139.44149
国立富士見台郵便局,35.68465,139.44757
国立旭通郵便局,35.69695,139.44857
国立東郵便局,35.69070,139.45182
国立西郵便局,35.69789,139.43365
国立谷保郵便局,35.68015,139.43149
国立郵便局,35.68667,139.44213
国際基督教大学内郵便局,35.68622,139.52944
国領駅前郵便局,35.65018,139.55672
城東郵便局,35.68979,139.82921
増戸郵便局,35.72634,139.25336
墨田両国三郵便局,35.69313,139.79399
墨田二郵便局,35.73314,139.81697
墨田京島一郵便局,35.71654,139.81907
墨田京島郵便局,35.71351,139.82348
墨田八広三郵便局,35.71874,139.82862
墨田八広四郵便局,35.72293,139.83073
墨田吾妻橋郵便局,35.70879,139.80325
墨田四郵便局,35.73049,139.82446
墨田太平町郵便局,35.70081,139.81051
墨田横川郵便局,35.70432,139.81487
墨田横網郵便局,35.69799,139.79687
墨田江東橋郵便局,35.69511,139.81066
墨田白鬚郵便局,35.72760,139.81585
墨田石原郵便局,35.70115,139.80357
墨田立花団地内郵便局,35.70554,139.83034
墨田立花郵便局,35.71118,139.82995
墨田緑町郵便局,35.69435,139.80024
墨田菊川郵便局,35.68832,139.80715
外苑前郵便局,35.66921,139.71649
多摩センター郵便局,35.62798,139.42742
多摩永山郵便局,35.62151,139.45052
多摩落合郵便局,35.61654,139.43024
多摩貝取北郵便局,35.62345,139.43818
多摩貝取郵便局,35.61496,139.43924
多摩関戸郵便局,35.64118,139.45082
多摩鶴牧郵便局,35.61160,139.42377
多西郵便局,35.73858,139.30394
大和郵便局,35.75020,139.42655
大塚・帝京大学駅前郵便局,35.63715,139.41671
大塚駅前郵便局,35.73338,139.72901
大山駅前郵便局,35.74859,139.70460
大岡山駅前郵便局,35.60715,139.68628
大崎三郵便局,35.61726,139.72311
大崎郵便局,35.62524,139.71894
大崎郵便局ＮＴＴ東日本関東病院内分室(2014/06/28廃止),35.63102,139.72548
大崎駅前郵便局,35.61953,139.72944
大手町ビル内郵便局,35.68632,139.76418
大手町一郵便局,35.68946,139.76306
大東文化学園内郵便局,35.78258,139.66797
大森ベルポート郵便局,35.58885,139.73149
大森北六郵便局,35.58064,139.73141
大森東一郵便局,35.57650,139.73587
大森西六郵便局,35.56777,139.72726
大森駅前郵便局,35.58583,139.72816
大田上池台郵便局,35.60187,139.69931
大田下丸子郵便局,35.56694,139.68520
大田中央一郵便局,35.58022,139.71986
大田中央七郵便局,35.57601,139.71324
大田中央八郵便局,35.57361,139.71919
大田中央四郵便局,35.58268,139.71438
大田中馬込郵便局,35.59497,139.70528
大田久が原西郵便局,35.58273,139.69257
大田久が原郵便局,35.58083,139.69777
大田京浜島郵便局,35.57089,139.76491
大田仲六郷郵便局,35.55194,139.71542
大田入新井郵便局,35.58422,139.73413
大田北千束郵便局,35.60536,139.69377
大田南六郷一郵便局,35.54925,139.72338
大田南六郷二郵便局,35.54471,139.72074
大田南蒲田郵便局,35.55437,139.72514
大田南雪谷郵便局,35.59130,139.68087
大田南馬込一郵便局,35.59031,139.71075
大田南馬込二郵便局,35.59026,139.71865
大田山王郵便局,35.59032,139.72806
大田市場内郵便局,35.57878,139.75944
大田平和島二郵便局,35.58492,139.74508
大田東嶺町郵便局,35.58530,139.68611
大田東矢口三郵便局,35.56383,139.70839
大田東糀谷郵便局,35.55731,139.74164
大田東雪谷二郵便局,35.59605,139.68511
大田東雪谷五郵便局,35.58948,139.69623
大田東馬込郵便局,35.59860,139.71251
大田池上六郵便局,35.56722,139.70408
大田矢口一郵便局,35.56728,139.69156
大田矢口三郵便局,35.56022,139.69558
大田羽田郵便局,35.55117,139.74791
大田萩中三郵便局,35.54986,139.74016
大田萩中郵便局,35.55186,139.72972
大田西六郷三郵便局,35.54564,139.70692
大田西六郷郵便局,35.55401,139.70679
大田西糀谷三郵便局,35.55478,139.73941
大田西糀谷二郵便局,35.55847,139.73483
大田西糀谷郵便局,35.55744,139.72886
大田西馬込郵便局,35.58693,139.70464
大田鵜の木郵便局,35.57578,139.68061
宮内庁内郵便局,35.68382,139.75382
富士見台駅前郵便局,35.73474,139.63049
小伝馬町郵便局,35.69140,139.77921
小岩駅前郵便局,35.73351,139.88495
小川町郵便局,35.69615,139.76207
小平ブリヂストン前郵便局,35.73733,139.46562
小平上宿郵便局,35.73134,139.44762
小平上水南郵便局,35.71252,139.48540
小平上水本町郵便局,35.71712,139.46499
小平仲町郵便局,35.72961,139.48159
小平喜平郵便局,35.71906,139.48917
小平回田町郵便局,35.71553,139.49668
小平天神郵便局,35.72778,139.49232
小平学園西町郵便局,35.72075,139.47121
小平小川西郵便局,35.74028,139.46051
小平小川郵便局,35.73036,139.46424
小平花小金井五郵便局,35.73586,139.50645
小平郵便局,35.73324,139.47198
小平鈴木二郵便局,35.72343,139.50749
小平駅前郵便局,35.73747,139.48809
小曽木郵便局,35.82043,139.27543
小松ビル内郵便局,35.67090,139.74213
小石川一郵便局,35.71487,139.75065
小石川五郵便局,35.71817,139.73719
小石川郵便局,35.71359,139.74241
小金井前原三郵便局,35.69759,139.50590
小金井前原五郵便局,35.69092,139.50262
小金井本町郵便局,35.70937,139.50287
小金井東二郵便局,35.69512,139.53304
小金井東町郵便局,35.69454,139.52287
小金井緑町郵便局,35.70515,139.52005
小金井貫井北郵便局,35.70784,139.49632
小金井貫井南郵便局,35.69376,139.49323
小金井郵便局 (Koganei Post Office),35.70520,139.50626
尾山台駅前郵便局,35.60749,139.65379
山王グランドビル内郵便局,35.67645,139.73836
山王パークタワー内郵便局,35.67324,139.74021
巣鴨郵便局,35.73720,139.73302
市谷柳町郵便局,35.69864,139.72610
帝国ホテル内郵便局,35.67221,139.75888
幡ヶ谷南郵便局,35.67606,139.67672
平井郵便局,35.74091,139.26620
平井駅前郵便局,35.70574,139.83976
府中三郵便局,35.67626,139.48523
府中中河原郵便局,35.65762,139.45977
府中八幡宿郵便局,35.67054,139.48385
府中分梅郵便局,35.66415,139.46582
府中北山郵便局,35.68812,139.45779
府中四谷郵便局,35.66378,139.44687
府中学園通郵便局,35.68490,139.48929
府中小柳町郵便局,35.65635,139.50498
府中日鋼町郵便局,35.67476,139.47224
府中是政郵便局,35.65782,139.48512
府中本町二郵便局,35.66598,139.47626
府中浅間郵便局,35.68422,139.49907
府中清水が丘郵便局,35.66709,139.49429
府中片町郵便局,35.67066,139.46986
府中白糸台郵便局,35.66773,139.50993
Fuchū Momijigaoka Yūbinkyoku,35.67576,139.51543
府中美好郵便局,35.67281,139.46510
府中若松町郵便局,35.67724,139.50540
府中西府町郵便局,35.67717,139.45707
府中車返団地内郵便局,35.66190,139.51242
御茶ノ水郵便局,35.70059,139.76441
志村橋郵便局,35.78914,139.68299
忠生郵便局,35.57781,139.42028
恩方郵便局,35.67321,139.26394
恵比寿ガーデンプレイス郵便局,35.64205,139.71319
恵比寿駅ビル内郵便局,35.64674,139.71005
恵比寿駅前郵便局,35.64623,139.70803
慶應義塾前郵便局,35.64954,139.74497
成城学園前郵便局,35.64088,139.59970
成瀬清水谷郵便局,35.54552,139.47373
成瀬駅前郵便局,35.53752,139.47138
押上駅前郵便局,35.70893,139.81473
拝島郵便局,35.70756,139.34025
放送センター内郵便局,35.66468,139.69680
文京グリーンコート郵便局,35.72992,139.74777
文京千石郵便局,35.72743,139.74204
文京千駄木三郵便局,35.72720,139.76392
文京千駄木四郵便局,35.73120,139.75988
文京向丘二郵便局,35.72354,139.75533
文京向丘郵便局,35.71804,139.75815
文京大塚三郵便局,35.72184,139.73838
文京大塚二郵便局,35.72112,139.73177
文京大塚五郵便局,35.72477,139.73027
文京春日郵便局,35.70829,139.75213
文京根津郵便局,35.71900,139.76393
文京水道郵便局,35.70987,139.73635
文京白山上郵便局,35.72142,139.75344
文京白山下郵便局,35.71698,139.75243
文京白山五郵便局,35.72615,139.74743
文京目白台一郵便局,35.71499,139.72463
文京目白台二郵便局,35.71831,139.72169
文京関口一郵便局,35.71012,139.72988
文京音羽郵便局,35.71584,139.72932
新中野駅前郵便局,35.69759,139.66633
新代田駅前郵便局,35.66218,139.66045
新大久保駅前郵便局,35.70068,139.69998
新宿アイタウン郵便局,35.69346,139.68763
新宿アイランド郵便局,35.69301,139.69288
新宿パークタワー内郵便局,35.68524,139.69116
新宿一郵便局,35.68931,139.71014
新宿三井ビル内郵便局,35.69182,139.69393
新宿三郵便局,35.69168,139.70380
新宿上落合郵便局,35.71318,139.68699
新宿下落合三郵便局,35.72278,139.70394
新宿下落合四郵便局,35.72212,139.69631
新宿中落合郵便局,35.72271,139.68912
新宿二郵便局,35.69018,139.70760
新宿住友ビル内郵便局,35.69129,139.69288
新宿住吉郵便局,35.69210,139.72135
新宿保健会館内郵便局,35.69407,139.73596
新宿北郵便局,35.70740,139.70855
新宿区役所内郵便局,35.69409,139.70352
新宿天神郵便局,35.70535,139.73052
新宿小滝橋郵便局,35.70996,139.69491
新宿広小路郵便局,35.69515,139.69841
新宿戸山郵便局,35.70162,139.71482
新宿改代町郵便局,35.70663,139.73447
新宿明治通郵便局,35.69571,139.70736
新宿歌舞伎町郵便局,35.69798,139.70297
新宿百人町郵便局,35.70673,139.69599
新宿神楽坂郵便局,35.70185,139.73939
新宿第一生命ビル内郵便局,35.69160,139.69116
新宿花園郵便局,35.69065,139.71402
新宿西落合郵便局,35.72017,139.68052
新宿諏訪町郵便局,35.71090,139.70449
新宿野村ビル内郵便局,35.69302,139.69535
新宿馬場下郵便局,35.70606,139.72040
新宿駅南口郵便局,35.68785,139.69774
新富郵便局,35.67329,139.77577
新小岩駅前郵便局,35.71640,139.85964
新日本橋駅前郵便局,35.68879,139.77402
新木場センタービル内郵便局,35.64396,139.82600
新板橋郵便局,35.75817,139.70646
新橋四郵便局,35.66457,139.75352
新橋郵便局,35.66713,139.76126
新目白通郵便局,35.71676,139.69784
新秋津駅前郵便局,35.77711,139.49037
新蒲田二郵便局,35.55950,139.70505
新高円寺駅前郵便局,35.69804,139.64909
日暮里駅前郵便局,35.72956,139.77006
日本橋プラザ内郵便局,35.68268,139.77474
日本橋三井ビル内郵便局,35.68710,139.77254
日本橋二郵便局,35.68127,139.77482
日本橋人形町郵便局,35.68537,139.78230
日本橋大伝馬町郵便局,35.69015,139.78088
日本橋室町郵便局,35.68611,139.77532
日本橋小網町郵便局,35.68277,139.78126
日本橋小舟町郵便局,35.68746,139.77724
日本橋本町郵便局,35.69049,139.77638
日本橋浜町郵便局,35.68515,139.78946
日本橋茅場町郵便局,35.67868,139.77835
日本橋通一郵便局,35.68366,139.77297
日本橋郵便局,35.68338,139.77738
日赤医療センター内郵便局,35.65657,139.71877
日野下田郵便局,35.67359,139.41998
日野北郵便局,35.67847,139.41024
日野南平郵便局,35.65515,139.39513
日野台郵便局,35.67448,139.37527
日野多摩平六郵便局,35.67156,139.38413
日野新町郵便局,35.68240,139.38793
日野旭が丘郵便局,35.65806,139.36986
日野百草郵便局,35.64906,139.41857
日野神明郵便局,35.66994,139.39575
日野郵便局,35.67090,139.40416
日野駅前郵便局,35.67904,139.39788
日野高幡台郵便局,35.65315,139.41316
日野高幡郵便局,35.66053,139.41262
早稲田大学前郵便局,35.70801,139.72205
早稲田通郵便局,35.71016,139.71350
昭和郵便局,35.70061,139.37033
昭島つつじが丘ハイツ郵便局,35.71342,139.36866
昭島松原四郵便局,35.71829,139.34368
昭島田中郵便局,35.70259,139.35244
昭島緑郵便局,35.71333,139.34866
昭島郷地郵便局,35.69506,139.38360
晴海トリトンスクエア郵便局,35.65680,139.78296
最高裁判所内郵便局,35.67993,139.74269
朝日ビル内郵便局,35.67060,139.76210
本所二郵便局,35.70424,139.80010
本所郵便局,35.70265,139.81768
本郷一郵便局,35.70495,139.75711
本郷三郵便局,35.70595,139.76334
本郷五郵便局,35.71094,139.75536
本郷四郵便局,35.70765,139.75965
本郷郵便局,35.71214,139.75937
本駒込二郵便局,35.73195,139.74938
本駒込郵便局,35.72817,139.75239
杉並上井草郵便局,35.72426,139.60407
杉並上高井戸郵便局,35.67262,139.61074
杉並下井草郵便局,35.72237,139.62479
杉並下高井戸郵便局,35.66974,139.62500
杉並久我山郵便局,35.68720,139.59850
杉並井草郵便局,35.72766,139.62053
杉並今川三郵便局,35.71605,139.60730
杉並今川四郵便局,35.71602,139.59777
杉並南郵便局,35.68157,139.63411
杉並和泉二郵便局,35.67468,139.65147
杉並和泉郵便局,35.67568,139.65828
杉並和田郵便局,35.69170,139.65474
杉並善福寺郵便局,35.71087,139.59903
杉並堀ノ内郵便局,35.68285,139.64900
杉並天沼郵便局,35.71106,139.62361
杉並宮前三郵便局,35.69774,139.60760
杉並宮前五郵便局,35.69597,139.60165
杉並富士見ヶ丘郵便局,35.68496,139.60747
杉並成田西郵便局,35.69120,139.63181
杉並方南二郵便局,35.68298,139.65728
杉並本天沼郵便局,35.71704,139.62153
杉並松ノ木郵便局,35.69204,139.64605
杉並松庵郵便局,35.69729,139.59340
杉並桃井郵便局,35.71496,139.61419
杉並桜上水郵便局,35.66893,139.63283
杉並清水郵便局,35.70766,139.61603
杉並聖堂前郵便局,35.68936,139.65791
杉並西荻北郵便局,35.70820,139.59289
杉並西荻南郵便局,35.70179,139.59950
杉並郵便局,35.69887,139.63597
杉並高井戸東郵便局,35.68810,139.62111
村山団地内郵便局,35.74417,139.40868
村山郵便局,35.75561,139.38713
東上野六郵便局,35.71476,139.78452
東中野郵便局,35.70845,139.68877
東久留米下里郵便局,35.75231,139.49862
東久留米中央町郵便局,35.75308,139.51576
東久留米前沢郵便局,35.74277,139.51380
東久留米南沢五郵便局,35.74341,139.52560
東久留米大門郵便局,35.76444,139.53606
東久留米学園町郵便局,35.74906,139.53384
東久留米小山郵便局,35.76383,139.51673
東久留米本村郵便局,35.75822,139.50779
東久留米本町郵便局,35.76153,139.53062
東久留米滝山郵便局,35.74561,139.50459
東久留米郵便局,35.75881,139.52617
東京オペラシティ郵便局,35.68290,139.68661
東京シティターミナル内郵便局,35.68132,139.78643
東京交通会館内郵便局,35.67493,139.76468
東京国際郵便局,35.66416,139.83798
東京多摩郵便局,35.65462,139.46276
東京流通センター内郵便局,35.58107,139.74780
東京都庁内郵便局,35.68958,139.69172
東京高等裁判所内郵便局,35.67488,139.75260
東十条六郵便局,35.77170,139.72593
東十条郵便局,35.76727,139.72764
東十条駅前郵便局,35.76364,139.72902
東向島一郵便局,35.72249,139.81412
東向島五郵便局,35.72626,139.82165
東品川一郵便局,35.61950,139.74594
東大和上北台郵便局,35.74480,139.41538
東大和南街郵便局,35.73597,139.43265
東大和向原郵便局,35.74094,139.43788
東大和新堀郵便局,35.73647,139.44521
東大和清水郵便局,35.74544,139.45021
東大和芋窪郵便局,35.75421,139.41295
東大島駅前郵便局,35.69126,139.84457
東小岩一郵便局,35.72274,139.89134
東小岩五郵便局,35.73187,139.89025
東小金井駅前郵便局,35.70029,139.52454
東日暮里二郵便局,35.72923,139.78518
東日暮里六郵便局,35.73089,139.77826
東日本橋三郵便局,35.69135,139.78346
東村山市役所前郵便局,35.75508,139.46994
東村山栄町郵便局,35.74917,139.47693
東村山秋津郵便局,35.77358,139.47895
東村山諏訪郵便局,35.76908,139.46809
東村山郵便局,35.75825,139.46689
東村山野口郵便局,35.76322,139.45571
東村山青葉郵便局,35.76094,139.48712
東松原駅前郵便局,35.66224,139.65573
東池袋郵便局,35.72559,139.72207
東浅草郵便局,35.72269,139.80116
東玉川郵便局,35.59911,139.67483
東田端郵便局,35.74094,139.76083
東神田一郵便局,35.69479,139.78263
東秋留郵便局,35.72787,139.31585
東芝ビル内郵便局,35.65170,139.75807
東蒲田二郵便局,35.56283,139.72919
東高円寺郵便局,35.69723,139.66064
板橋ハッピーロード郵便局,35.74751,139.70227
板橋三園郵便局,35.78926,139.63724
板橋中丸郵便局,35.74195,139.70555
板橋中台二郵便局,35.77253,139.68208
板橋中台郵便局,35.76550,139.67849
板橋前野郵便局,35.77153,139.69172
板橋南常盤台郵便局,35.75650,139.68977
板橋向原郵便局,35.74113,139.68180
板橋四郵便局,35.75295,139.71605
板橋坂下一郵便局,35.77983,139.68920
板橋坂下郵便局,35.77952,139.68190
板橋大山郵便局,35.74873,139.69685
板橋大谷口北郵便局,35.74870,139.68641
板橋大谷口郵便局,35.74651,139.69119
板橋富士見郵便局,35.76100,139.69602
板橋小茂根郵便局,35.74802,139.67856
板橋常盤台三郵便局,35.76111,139.68391
板橋常盤台郵便局,35.76276,139.69035
板橋幸町郵便局,35.74295,139.69738
板橋弥生郵便局,35.75259,139.69427
板橋徳丸三郵便局,35.77000,139.65472
板橋徳丸五郵便局,35.77631,139.65410
板橋徳丸郵便局,35.77512,139.66305
板橋志村郵便局,35.77423,139.69689
板橋成増ヶ丘郵便局,35.77857,139.63213
板橋成増郵便局,35.77615,139.63134
板橋新河岸団地内郵便局,35.79672,139.66405
板橋東新町郵便局,35.75301,139.68308
板橋清水郵便局,35.76432,139.70556
板橋舟渡郵便局,35.79419,139.68857
板橋蓮根郵便局,35.78418,139.67799
板橋蓮沼郵便局,35.76938,139.70211
板橋西台郵便局,35.77394,139.67017
板橋西台駅前郵便局,35.78931,139.67255
板橋赤塚新町郵便局,35.77061,139.64328
板橋赤塚郵便局,35.77969,139.64691
板橋郵便局,35.74920,139.71380
板橋高島平七郵便局,35.79121,139.65781
板橋高島平郵便局,35.78892,139.64490
柳沢駅前郵便局,35.72925,139.55349
梅ヶ丘駅前郵便局,35.65672,139.65299
森下町郵便局,35.68780,139.79788
機械振興会館内郵便局,35.65952,139.74510
武蔵大和駅前郵便局,35.75497,139.44318
武蔵府中郵便局,35.67448,139.47865
武蔵村山三ツ藤郵便局,35.75225,139.37724
武蔵村山中原郵便局,35.75792,139.36431
武蔵村山大南四郵便局,35.73506,139.41113
武蔵村山大南郵便局,35.73758,139.40116
武蔵村山郵便局,35.74828,139.40541
武蔵野上向台郵便局,35.71834,139.52720
武蔵野中町郵便局,35.70342,139.56470
武蔵野境南郵便局,35.69929,139.53837
武蔵野境郵便局,35.70392,139.54420
武蔵野御殿山郵便局,35.70265,139.57662
武蔵野桜堤郵便局,35.70895,139.53394
武蔵野郵便局,35.71027,139.56186
武蔵野関前三郵便局,35.71245,139.55400
武蔵野関前郵便局,35.71339,139.54285
武蔵関駅前郵便局,35.72859,139.57692
永山駅前郵便局,35.62818,139.44861
汐留シティセンター郵便局,35.66537,139.76101
江戸川一之江郵便局,35.68944,139.88007
江戸川一郵便局,35.68788,139.90639
江戸川上一色郵便局,35.72637,139.87504
江戸川上篠崎郵便局,35.71019,139.90093
